participant_id,age,employment,ethnicity,gender,language,language2,level_of_education,location,group_id,work,area_of_work,discipline,agreeableness,conscientiousness,extraversion,neuroticism,openness,perceived_creativity,time_perception,number_perception,effort,role,relationship_importance,feedback_importance
i36229,22,Not in paid work - student,Chinese / Chinese British,Female,No but I speak it fluently,Chinese,Graduate degree (MA/MSc/MPhil/other),Asia,36225,0,"Accountancy, banking and finance",Business and management,4.5,3.0,3.5,2.25,3.0,2.0,3.0,2.0,40%-60%,Generating ideas,4.0,4.0
i36227,28,Unemployed (and job seeking),Mixed race - Other,Female,Yes,,Graduate degree (MA/MSc/MPhil/other),Africa,36225,8,Hospotality and events management,Performing arts,4.25,3.75,4.25,3.25,3.0,2.0,1.0,4.0,40%-60%,Keeping notes,1.0,1.0
i34255,26,Self-employed,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Male,Yes,,Graduate degree (MA/MSc/MPhil/other),Asia,34250,2,"Accountancy, banking and finance",Business and management,2.0,4.0,3.0,2.5,5.0,5.0,1.0,1.0,80%-100%,Generating and evaluating ideas,5.0,4.0
i34256,24,Not in paid work - student,Chinese / Chinese British,Female,Yes,,Graduate degree (MA/MSc/MPhil/other),Asia,34250,1,"Business, consulting and management",Business and management,4.0,2.25,1.75,3.0,4.0,3.0,3.0,2.0,40%-60%,Generating and evaluating ideas,5.0,5.0
i34257,33,Not in paid work - student,"White - British, Irish, other",Male,No but I speak it fluently,Greek,Graduate degree (MA/MSc/MPhil/other),Europe,34250,5,Creative arts and design,Business and management,3.0,5.0,3.0,2.25,2.75,4.0,3.0,3.0,60%-80%,Generating and evaluating ideas,4.0,4.0
i36257,28,Full-time employed,Chinese / Chinese British,Female,No but I speak it fluently,Chinese,Graduate degree (MA/MSc/MPhil/other),Asia,36255,6,"Accountancy, banking and finance",Business and management,3.0,3.25,2.5,2.0,5.0,3.0,3.0,4.0,40%-60%,Generating and evaluating ideas,4.0,4.0
i36258,24,Not in paid work - student,Chinese / Chinese British,Male,No,Chinese,Graduate degree (MA/MSc/MPhil/other),Asia,36255,0,0,Engineering and technology,4.5,4.0,2.25,4.0,3.25,3.0,2.0,4.0,80%-100%,Generating and evaluating ideas,5.0,4.0
i36256,28,Not in paid work - student,"Black / Black British - Caribbean, African, other",Male,No,Yoruba,Undergraduate degree (BA/BSc/other),Africa,36255,1,Environment and agriculture,Agriculture,4.0,4.25,2.75,2.25,3.0,4.0,5.0,5.0,60%-80%,Generating and evaluating ideas,5.0,5.0
i34573,29,Due to start a new job,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,Yes,,Graduate degree (MA/MSc/MPhil/other),Asia,34570,7,"Business, consulting and management",Engineering and technology,4.5,3.75,3.0,2.25,4.0,3.0,2.0,5.0,60%-80%,Generating and evaluating ideas,5.0,5.0
i34571,29,Unemployed (and job seeking),"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,Yes,"English, Hindi and Gujarati",Graduate degree (MA/MSc/MPhil/other),Asia,34570,6,Healthcare,Biology,5.0,4.5,4.75,2.75,4.5,4.0,3.0,5.0,60%-80%,Generating and evaluating ideas,5.0,5.0
i34572,31,Unemployed (and job seeking),"White - British, Irish, other",Female,Yes,,Graduate degree (MA/MSc/MPhil/other),North America,34570,8,"Accountancy, banking and finance",Business and management,5.0,3.25,3.75,5.0,4.0,3.0,1.0,4.0,40%-60%,Generating ideas,5.0,3.0
i36444,27,Part-time employed,"Black / Black British - Caribbean, African, other",Male,Yes,,Graduate degree (MA/MSc/MPhil/other),Africa,36425,2,Healthcare,Medicine and health,4.25,5.0,5.0,2.75,5.0,5.0,5.0,4.0,80%-100%,Generating ideas,5.0,5.0
i36445,39,Part-time employed,"Black / Black British - Caribbean, African, other",Male,Yes,Igbo,Undergraduate degree (BA/BSc/other),Africa,36425,4,Healthcare,Medicine and health,5.0,5.0,1.75,1.5,5.0,4.0,5.0,5.0,80%-100%,Generating and evaluating ideas,5.0,5.0
i36443,29,Part-time employed,"Black / Black British - Caribbean, African, other",Male,Yes,,Graduate degree (MA/MSc/MPhil/other),Africa,36425,2,Healthcare,Medicine and health,3.5,4.5,2.5,2.0,3.5,4.0,4.0,4.0,80%-100%,Generating and evaluating ideas,4.0,4.0
i35325,22,Not in paid work - student,"White - British, Irish, other",Female,Yes,,Undergraduate degree (BA/BSc/other),North America,35323,1,Energy and utilities,Environmental studies and forestry,4.25,3.25,3.75,2.75,3.0,3.0,3.0,3.0,60%-80%,Generating ideas,4.0,3.0
i35326,28,Full-time employed,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Male,No but I speak it fluently,Mandarin,Graduate degree (MA/MSc/MPhil/other),Asia,35323,4,Healthcare,Medicine and health,4.5,3.5,2.75,3.75,3.25,2.0,2.0,4.0,40%-60%,Generating and evaluating ideas,4.0,4.0
i35327,33,Part-time employed,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Male,No,Indonesian,Undergraduate degree (BA/BSc/other),Asia,35323,8,Information technology,Computer science,5.0,4.5,4.5,2.0,4.25,4.0,4.0,5.0,60%-80%,Generating and evaluating ideas,4.0,4.0
i36390,32,Not in paid work - student,"Black / Black British - Caribbean, African, other",Female,No,Igbo,Undergraduate degree (BA/BSc/other),Africa,36386,4,0,Medicine and health,5.0,4.0,4.5,3.5,5.0,5.0,5.0,5.0,80%-100%,Generating and evaluating ideas,5.0,5.0
i36392,32,Unemployed (and job seeking),"Black / Black British - Caribbean, African, other",Female,Yes,,Undergraduate degree (BA/BSc/other),Africa,36386,3,Sales,Medicine and health,4.25,3.75,2.5,1.75,4.0,4.0,4.0,4.0,60%-80%,Generating and evaluating ideas,4.0,4.0
i36394,33,Not in paid work - student,"Black / Black British - Caribbean, African, other",Male,Yes,,Undergraduate degree (BA/BSc/other),Africa,36386,5,0,Medicine and health,4.75,5.0,1.75,1.25,4.25,5.0,5.0,5.0,80%-100%,Keeping notes,5.0,5.0
i36323,27,Not in paid work - student,Chinese / Chinese British,Female,No but I speak it fluently,Chinese,Graduate degree (MA/MSc/MPhil/other),Asia,36321,3,0,Chemistry,4.25,3.25,2.0,4.25,4.0,2.0,2.0,4.0,40%-60%,Generating ideas,3.0,4.0
i36324,27,Not in paid work - student,Chinese / Chinese British,Female,No but I speak it fluently,Mandarin,Graduate degree (MA/MSc/MPhil/other),Asia,36321,0,0,Earth science,3.75,4.0,1.75,3.5,3.5,5.0,2.0,2.0,40%-60%,Generating and evaluating ideas,4.0,4.0
i36325,24,Not in paid work - student,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,No,Hindi,Graduate degree (MA/MSc/MPhil/other),Asia,36321,4,0,Business and management,4.5,4.75,3.5,4.0,4.0,3.0,4.0,4.0,60%-80%,Generating and evaluating ideas,5.0,4.0
i36328,26,Due to start a new job,"White - British, Irish, other",Female,No but I speak it fluently,Greek,Graduate degree (MA/MSc/MPhil/other),Other,36321,3,Law,Law,3.25,2.75,3.25,3.5,1.75,3.0,3.0,4.0,20%-40%,Generating and evaluating ideas,4.0,4.0
i36329,29,Not in paid work - student,Chinese / Chinese British,Female,No,chinese,Doctorate degree (PhD/other),Asia,36321,0,Science and pharmaceuticals,Chemistry,5.0,1.25,1.5,4.0,4.0,5.0,5.0,5.0,80%-100%,Generating ideas,4.0,4.0
i36327,29,Full-time employed,Chinese / Chinese British,Female,No but I speak it fluently,Chinese,Graduate degree (MA/MSc/MPhil/other),Asia,36321,6,"Business, consulting and management",Economics,2.75,3.5,2.25,2.25,4.25,4.0,4.0,4.0,60%-80%,Keeping notes,4.0,4.0
i35284,25,Not in paid work - student,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Male,Yes,,Undergraduate degree (BA/BSc/other),Asia,35282,1,Public services and administration,Political science,5.0,4.0,4.5,3.25,4.5,4.0,3.0,4.0,Below 20%,Generating and evaluating ideas,4.0,4.0
i35285,26,Not in paid work - student,Chinese / Chinese British,Female,No but I speak it fluently,Chinese,Graduate degree (MA/MSc/MPhil/other),Asia,35282,0,0,Biology,4.0,4.25,2.75,2.0,4.0,4.0,2.0,4.0,60%-80%,Generating and evaluating ideas,4.0,4.0
i35283,22,Part-time employed,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Male,No,Urdu,Undergraduate degree (BA/BSc/other),Asia,35282,2,"Business, consulting and management",Business and management,4.75,1.25,1.0,4.25,4.25,4.0,2.0,4.0,40%-60%,Generating and evaluating ideas,4.0,4.0
i35286,25,Not in paid work - student,"White - British, Irish, other",Male,Yes,,Graduate degree (MA/MSc/MPhil/other),Europe,35282,3,"Accountancy, banking and finance",Business and management,3.25,4.75,5.0,1.75,5.0,1.0,1.0,1.0,20%-40%,Generating ideas,1.0,5.0
i35287,24,Part-time employed,"White - British, Irish, other",Female,No,Polish,Graduate degree (MA/MSc/MPhil/other),Europe,35282,4,Healthcare,Education,4.25,4.0,4.25,3.75,3.5,3.0,2.0,2.0,60%-80%,Moderating the discussion,4.0,4.0
i35288,22,Part-time employed,"Black / Black British - Caribbean, African, other",Female,Yes,,Undergraduate degree (BA/BSc/other),Africa,35282,2,Hospotality and events management,Business and management,3.5,4.25,2.75,1.5,4.0,5.0,5.0,5.0,20%-40%,Generating ideas,4.0,5.0
i34613,29,Not in paid work - student,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,Yes,,Graduate degree (MA/MSc/MPhil/other),Asia,34612,6,Energy and utilities,Engineering and technology,4.5,3.75,3.25,2.0,4.25,4.0,2.0,4.0,60%-80%,Generating and evaluating ideas,5.0,5.0
i34616,24,Unemployed (and job seeking),Chinese / Chinese British,Female,No,Chinese,Graduate degree (MA/MSc/MPhil/other),Asia,34612,0,Law,Law,4.75,2.25,3.5,3.75,4.25,3.0,4.0,1.0,40%-60%,Generating and evaluating ideas,4.0,4.0
i34614,29,Due to start a new job,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,Yes,,Graduate degree (MA/MSc/MPhil/other),North America,34612,6,Science and pharmaceuticals,Business and management,5.0,4.5,5.0,2.5,5.0,5.0,5.0,5.0,80%-100%,Generating and evaluating ideas,5.0,5.0
i34615,27,Full-time employed,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,Yes,,Graduate degree (MA/MSc/MPhil/other),Asia,34612,5,"Business, consulting and management",Business and management,3.75,3.5,3.0,3.25,2.5,4.0,3.0,4.0,60%-80%,Keeping notes,4.0,4.0
i34618,28,Unemployed (and job seeking),"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Male,No but I speak it fluently,Japanese,Graduate degree (MA/MSc/MPhil/other),Asia,34612,6,"Lesure, sport and tourism",Business and management,3.75,2.75,3.75,2.0,4.0,4.0,2.0,2.0,60%-80%,Generating ideas,5.0,5.0
i34619,29,Part-time employed,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Male,No,Hindi,Graduate degree (MA/MSc/MPhil/other),Asia,34612,6,"Business, consulting and management",Business and management,3.5,2.25,1.75,2.75,4.0,4.0,1.0,4.0,40%-60%,Generating ideas,5.0,3.0
i35403,29,Unemployed (and job seeking),Chinese / Chinese British,Male,Yes,,Graduate degree (MA/MSc/MPhil/other),Asia,35399,5,Public services and administration,Public policy,3.25,5.0,4.25,1.5,2.25,3.0,2.0,5.0,80%-100%,Generating and evaluating ideas,5.0,4.0
i35402,25,Not in paid work - student,"White - British, Irish, other",Female,No,Polish,Graduate degree (MA/MSc/MPhil/other),Europe,35399,1,0,Physics,4.75,4.0,2.5,3.5,4.75,4.0,1.0,2.0,60%-80%,Generating ideas,4.0,5.0
i35404,22,Prefer not to say,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,No but I speak it fluently,Chinese,Graduate degree (MA/MSc/MPhil/other),Asia,35399,0,"Business, consulting and management",Business and management,3.5,3.5,2.75,3.5,2.5,2.0,4.0,4.0,40%-60%,Keeping notes,3.0,4.0
i36177,22,Not in paid work - student,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,No,Chinese,Graduate degree (MA/MSc/MPhil/other),Asia,36175,0,0,"Journalism, media studies and communication",3.5,4.0,1.25,3.25,4.0,3.0,4.0,4.0,60%-80%,Generating ideas,3.0,4.0
i36176,26,Not in paid work - student,"White - British, Irish, other",Male,Yes,,Graduate degree (MA/MSc/MPhil/other),Europe,36175,1,Environment and agriculture,Geography,3.5,3.25,2.5,2.25,2.5,2.0,1.0,4.0,40%-60%,Evaluating ideas,3.0,3.0
i36178,26,Other,Prefer not to say,Female,No,,Undergraduate degree (BA/BSc/other),Prefer not to say,36175,0,0,Prefer not to say,2.5,2.75,3.0,3.5,2.5,4.0,3.0,4.0,60%-80%,Moderating the discussion,3.0,4.0
i35417,21,Unemployed (and job seeking),"White - British, Irish, other",Female,No but I speak it fluently,Polish,Undergraduate degree (BA/BSc/other),Europe,35414,1,Information technology,Computer science,4.5,2.75,3.0,4.75,3.0,5.0,2.0,4.0,60%-80%,Moderating the discussion,5.0,5.0
i35418,31,Not in paid work - student,"White - British, Irish, other",Female,Yes,,Graduate degree (MA/MSc/MPhil/other),Europe,35414,8,Creative arts and design,Biology,4.5,2.75,3.5,3.25,4.0,3.0,2.0,4.0,60%-80%,Generating and evaluating ideas,4.0,3.0
i35419,24,Not in paid work - student,"White - British, Irish, other",Female,Yes,,Undergraduate degree (BA/BSc/other),Europe,35414,0,0,Medicine and health,3.5,3.75,2.0,2.0,4.25,4.0,3.0,5.0,40%-60%,Generating and evaluating ideas,4.0,4.0
i34682,32,Not in paid work - student,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,No,Malayalam,Graduate degree (MA/MSc/MPhil/other),Asia,34677,7,"Business, consulting and management",Business and management,4.5,4.75,2.75,3.75,3.75,4.0,1.0,2.0,80%-100%,Generating and evaluating ideas,4.0,5.0
i34684,29,Unemployed (and job seeking),"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Male,Yes,,Graduate degree (MA/MSc/MPhil/other),Asia,34677,6,"Business, consulting and management",Business and management,3.0,2.0,2.5,2.5,4.0,4.0,2.0,4.0,60%-80%,Evaluating ideas,4.0,5.0
i34683,27,Unemployed (and job seeking),"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,No but I speak it fluently,Telugu,Graduate degree (MA/MSc/MPhil/other),Asia,34677,5,Information technology,Business and management,4.0,4.5,2.75,2.25,4.0,5.0,3.0,3.0,80%-100%,Generating and evaluating ideas,4.0,5.0
i35854,26,Not in paid work - student,Chinese / Chinese British,Male,No but I speak it fluently,Chinese,Doctorate degree (PhD/other),Asia,35852,1,Energy and utilities,Engineering and technology,3.0,3.0,2.0,3.25,3.0,2.0,2.0,4.0,20%-40%,Generating ideas,3.0,3.0
i35855,25,Not in paid work - student,Chinese / Chinese British,Female,No but I speak it fluently,chinese,Doctorate degree (PhD/other),Asia,35852,1,Other,Political science,3.5,4.0,2.5,2.5,4.0,2.0,2.0,4.0,20%-40%,Generating ideas,2.0,3.0
i35853,22,Part-time employed,Chinese / Chinese British,Male,No,,Undergraduate degree (BA/BSc/other),Asia,35852,0,"Business, consulting and management",Business and management,2.75,2.5,3.5,3.25,3.25,2.0,3.0,4.0,40%-60%,Moderating the discussion,4.0,3.0
i34434,23,Not in paid work - student,"White - British, Irish, other",Female,Yes,,Undergraduate degree (BA/BSc/other),Europe,34428,0,0,Medicine and health,5.0,3.0,2.5,1.5,5.0,4.0,1.0,1.0,60%-80%,Moderating the discussion,5.0,4.0
i34433,23,Not in paid work - student,Other ethnic group,Female,Yes,Arabic,Undergraduate degree (BA/BSc/other),Asia,34428,0,0,Medicine and health,4.0,2.5,4.5,4.0,1.25,3.0,1.0,5.0,80%-100%,Generating and evaluating ideas,4.0,4.0
i34432,28,Not in paid work - student,Chinese / Chinese British,Female,No but I speak it fluently,chinese,Graduate degree (MA/MSc/MPhil/other),Asia,34428,0,Other,Chemistry,3.25,2.75,3.0,3.0,4.25,3.0,3.0,3.0,80%-100%,Generating and evaluating ideas,4.0,4.0
i34216,32,Due to start a new job,Mixed race - Other,Male,No,Spanish,Graduate degree (MA/MSc/MPhil/other),South America,34213,8,"Accountancy, banking and finance",Economics,3.75,3.0,3.0,2.75,3.0,3.0,2.0,4.0,60%-80%,Generating and evaluating ideas,4.0,4.0
i34215,33,Not in paid work - student,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Male,No,Indonesian,Graduate degree (MA/MSc/MPhil/other),Asia,34213,10,Sales,Business and management,3.0,1.75,3.25,1.75,3.0,3.0,3.0,5.0,40%-60%,Moderating the discussion,3.0,3.0
i34217,36,Full-time employed,Other ethnic group,Male,No but I speak it fluently,Indonesian,Graduate degree (MA/MSc/MPhil/other),Asia,34213,14,Public services and administration,Business and management,4.0,3.5,3.5,2.0,4.0,2.0,2.0,4.0,40%-60%,Generating and evaluating ideas,4.0,2.0
i36372,30,Part-time employed,Chinese / Chinese British,Female,No but I speak it fluently,Cantonese,Graduate degree (MA/MSc/MPhil/other),Other,36353,5,"Teacher, training and education",Education,3.5,4.75,2.5,1.75,3.25,3.0,2.0,2.0,40%-60%,Evaluating ideas,3.0,3.0
i36370,23,Not in paid work - student,"White - British, Irish, other",Female,Yes,,Undergraduate degree (BA/BSc/other),Europe,36353,0,0,History,4.75,2.5,3.0,3.0,3.0,3.0,2.0,3.0,20%-40%,Evaluating ideas,3.0,3.0
i36371,28,Not in paid work - student,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Male,No,Marwadi,Graduate degree (MA/MSc/MPhil/other),Asia,36353,2,Other,Physics,4.5,4.5,2.5,3.5,4.25,3.0,4.0,4.0,60%-80%,Generating and evaluating ideas,5.0,4.0
i36374,32,Unemployed (and job seeking),"Black / Black British - Caribbean, African, other",Female,Yes,,Undergraduate degree (BA/BSc/other),Africa,36353,3,Sales,Medicine and health,4.5,3.5,3.25,1.75,3.75,4.0,4.0,4.0,40%-60%,Generating and evaluating ideas,4.0,4.0
i36376,33,Not in paid work - student,"Black / Black British - Caribbean, African, other",Male,Yes,,Undergraduate degree (BA/BSc/other),Africa,36353,5,0,Medicine and health,4.75,5.0,1.5,2.5,3.75,5.0,5.0,4.0,80%-100%,Generating and evaluating ideas,5.0,5.0
i36378,32,Not in paid work - student,"Black / Black British - Caribbean, African, other",Female,No,,Undergraduate degree (BA/BSc/other),Africa,36353,4,0,Medicine and health,5.0,4.0,4.0,3.5,5.0,4.0,5.0,4.0,80%-100%,Generating and evaluating ideas,5.0,5.0
i35202,26,Part-time employed,Chinese / Chinese British,Female,No,mandarin and cantonese,Doctorate degree (PhD/other),Other,35200,3,"Business, consulting and management",Economics,3.75,4.25,3.0,2.75,4.25,3.0,4.0,4.0,60%-80%,Moderating the discussion,4.0,4.0
i35201,27,Not in paid work - student,Chinese / Chinese British,Female,No but I speak it fluently,Chinese,Graduate degree (MA/MSc/MPhil/other),Asia,35200,0,Healthcare,Medicine and health,3.5,3.25,2.0,2.5,2.25,4.0,4.0,4.0,60%-80%,Keeping notes,4.0,4.0
i35203,22,Part-time employed,"Black / Black British - Caribbean, African, other",Female,Yes,,Undergraduate degree (BA/BSc/other),Africa,35200,2,Hospotality and events management,Business and management,3.75,4.0,3.25,1.75,4.0,4.0,4.0,4.0,60%-80%,Generating and evaluating ideas,5.0,5.0
i36237,23,Part-time employed,Chinese / Chinese British,Female,No but I speak it fluently,Mandarine,Graduate degree (MA/MSc/MPhil/other),Asia,36233,0,Science and pharmaceuticals,Chemistry,4.5,5.0,2.75,4.75,5.0,3.0,2.0,4.0,40%-60%,Generating ideas,5.0,5.0
i36236,28,Unemployed (and job seeking),Mixed race - Other,Female,Yes,,Graduate degree (MA/MSc/MPhil/other),Africa,36233,8,Hospotality and events management,Performing arts,4.0,4.0,4.25,3.25,3.25,3.0,2.0,4.0,60%-80%,Generating and evaluating ideas,1.0,1.0
i36235,51,Full-time employed,Chinese / Chinese British,Female,No but I speak it fluently,Mandarin,Doctorate degree (PhD/other),Asia,36233,30,Healthcare,Sociology,4.75,5.0,3.25,2.5,4.5,4.0,3.0,3.0,80%-100%,Generating ideas,4.0,4.0
i36359,22,Not in paid work - student,"Black / Black British - Caribbean, African, other",Male,Yes,,Undergraduate degree (BA/BSc/other),Europe,36354,3,Retail,Computer science,3.75,3.75,3.25,2.5,4.5,5.0,3.0,3.0,60%-80%,Generating and evaluating ideas,5.0,5.0
i36357,26,Other,Mixed race - Other,Female,No,Chinese,Prefer not to say,Asia,36354,0,Other,Education,3.0,3.0,3.5,3.0,2.75,4.0,4.0,3.0,40%-60%,Generating and evaluating ideas,3.0,3.0
i36360,19,Not in paid work - student,"White - British, Irish, other",Male,Yes,,High school diploma/A-levels,Europe,36354,0,0,Geography,4.0,4.0,3.0,2.5,3.0,2.0,1.0,1.0,60%-80%,Generating ideas,5.0,5.0
i36361,21,Unemployed (and job seeking),Chinese / Chinese British,Male,No,Mandarin,Undergraduate degree (BA/BSc/other),North America,36354,5,Other,Political science,3.5,2.75,2.5,4.0,5.0,2.0,2.0,4.0,20%-40%,Generating ideas,4.0,3.0
i36358,26,Not in paid work - student,"White - British, Irish, other",Female,No but I speak it fluently,German,Graduate degree (MA/MSc/MPhil/other),Europe,36354,2,0,Business and management,4.75,4.75,5.0,2.0,3.5,2.0,2.0,2.0,60%-80%,Generating ideas,5.0,5.0
i36363,18,Not in paid work - student,Mixed race - White and other,Female,Yes,,High school diploma/A-levels,Europe,36354,0,0,History,4.0,4.25,2.0,4.5,3.75,3.0,2.0,2.0,60%-80%,Keeping notes,2.0,4.0
i36460,27,Part-time employed,"Black / Black British - Caribbean, African, other",Male,Yes,,Graduate degree (MA/MSc/MPhil/other),Africa,36449,2,Healthcare,Medicine and health,5.0,5.0,5.0,2.25,5.0,5.0,5.0,5.0,80%-100%,Generating ideas,5.0,5.0
i36459,31,Part-time employed,"Black / Black British - Caribbean, African, other",Male,No,Igbo,Undergraduate degree (BA/BSc/other),Africa,36449,8,Hospotality and events management,Medicine and health,4.75,5.0,3.0,2.0,3.25,5.0,4.0,4.0,80%-100%,Generating and evaluating ideas,4.0,4.0
i36458,32,Unemployed (and job seeking),"Black / Black British - Caribbean, African, other",Male,No,Igbo,Undergraduate degree (BA/BSc/other),Africa,36449,9,Healthcare,Medicine and health,2.0,5.0,1.5,1.5,5.0,4.0,1.0,1.0,60%-80%,Generating and evaluating ideas,4.0,4.0
i36463,31,Unemployed (and job seeking),"Black / Black British - Caribbean, African, other",Male,Yes,,Undergraduate degree (BA/BSc/other),Africa,36449,6,Hospotality and events management,Medicine and health,5.0,3.75,3.25,1.25,3.25,5.0,5.0,5.0,80%-100%,Keeping notes,5.0,5.0
i36462,32,Not in paid work - student,"Black / Black British - Caribbean, African, other",Female,Yes,,Graduate degree (MA/MSc/MPhil/other),Africa,36449,5,Healthcare,Biology,4.0,5.0,2.75,2.25,3.75,4.0,4.0,3.0,80%-100%,Generating ideas,5.0,5.0
i36461,31,Not in paid work - student,"Black / Black British - Caribbean, African, other",Female,Yes,,Undergraduate degree (BA/BSc/other),Africa,36449,5,0,Biology,5.0,4.75,3.5,2.0,3.5,4.0,4.0,3.0,60%-80%,Generating and evaluating ideas,4.0,4.0
i34327,26,Full-time employed,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Male,No,Hindi,Graduate degree (MA/MSc/MPhil/other),Africa,34318,4,"Accountancy, banking and finance",Business and management,3.25,2.0,3.25,2.5,4.0,5.0,2.0,2.0,80%-100%,Keeping notes,4.0,4.0
i34328,44,Full-time employed,"White - British, Irish, other",Male,Yes,,Graduate degree (MA/MSc/MPhil/other),North America,34318,22,"Accountancy, banking and finance",Business and management,3.5,2.75,3.5,2.75,4.25,3.0,4.0,3.0,60%-80%,Generating ideas,3.0,5.0
i34329,33,Full-time employed,"White - British, Irish, other",Male,Yes,,Doctorate degree (PhD/other),Europe,34318,4,"Accountancy, banking and finance",Business and management,3.75,3.25,4.25,2.75,5.0,4.0,4.0,1.0,80%-100%,Generating and evaluating ideas,3.0,4.0
i36494,34,Unemployed (and job seeking),"Black / Black British - Caribbean, African, other",Female,No but I speak it fluently,Igbo,Graduate degree (MA/MSc/MPhil/other),Africa,36489,10,Healthcare,Medicine and health,4.25,3.75,3.5,3.0,3.75,5.0,3.0,3.0,80%-100%,Generating and evaluating ideas,4.0,4.0
i36496,23,Not in paid work - student,Chinese / Chinese British,Female,No but I speak it fluently,Chinese,Doctorate degree (PhD/other),Asia,36489,0,0,Engineering and technology,5.0,4.5,3.5,1.25,4.0,3.0,2.0,3.0,60%-80%,Moderating the discussion,4.0,5.0
i36497,33,Unemployed (and job seeking),Mixed race - Other,Female,Yes,,Undergraduate degree (BA/BSc/other),North America,36489,8,"Business, consulting and management",Business and management,4.0,3.0,3.0,3.25,4.5,3.0,2.0,2.0,60%-80%,Evaluating ideas,4.0,2.0
i36492,32,Unemployed (and job seeking),"Black / Black British - Caribbean, African, other",Female,Yes,,Undergraduate degree (BA/BSc/other),Africa,36489,6,Science and pharmaceuticals,Medicine and health,2.0,3.0,3.5,2.5,2.5,5.0,2.0,1.0,80%-100%,Moderating the discussion,5.0,5.0
i36498,39,Part-time employed,"Black / Black British - Caribbean, African, other",Male,No,Igbo,Undergraduate degree (BA/BSc/other),Africa,36489,4,Healthcare,Medicine and health,5.0,5.0,2.25,1.25,4.75,4.0,5.0,5.0,80%-100%,Generating and evaluating ideas,4.0,5.0
i36495,38,Not in paid work - student,"Black / Black British - Caribbean, African, other",Female,No but I speak it fluently,Igbo language,Graduate degree (MA/MSc/MPhil/other),Africa,36489,10,Healthcare,Medicine and health,5.0,4.75,2.75,3.0,5.0,4.0,5.0,4.0,80%-100%,Generating ideas,5.0,5.0
i35599,22,Not in paid work - student,"White - British, Irish, other",Male,Yes,,Undergraduate degree (BA/BSc/other),Europe,35592,0,0,Business and management,4.5,5.0,3.0,3.5,4.75,4.0,2.0,2.0,40%-60%,Moderating the discussion,3.0,4.0
i35597,22,Not in paid work - student,Chinese / Chinese British,Female,Yes,,Undergraduate degree (BA/BSc/other),Asia,35592,0,0,Computer science,4.0,3.75,2.5,2.0,1.0,3.0,2.0,4.0,40%-60%,Generating ideas,4.0,4.0
i35595,26,Full-time employed,"White - British, Irish, other",Female,No but I speak it fluently,Greek,Graduate degree (MA/MSc/MPhil/other),Europe,35592,1,Science and pharmaceuticals,Biology,5.0,4.5,4.75,1.5,2.75,4.0,3.0,3.0,80%-100%,Generating and evaluating ideas,5.0,5.0
i35594,22,Not in paid work - student,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,No but I speak it fluently,,Doctorate degree (PhD/other),Asia,35592,0,0,Business and management,3.5,3.75,2.75,2.5,2.5,3.0,5.0,4.0,40%-60%,Generating and evaluating ideas,2.0,2.0
i35598,26,Not in paid work - student,"Black / Black British - Caribbean, African, other",Female,Yes,,Undergraduate degree (BA/BSc/other),Africa,35592,7,Property and construction,Architecture and design,5.0,4.75,4.25,2.0,5.0,4.0,5.0,5.0,80%-100%,Moderating the discussion,5.0,5.0
i35596,25,Not in paid work - student,Chinese / Chinese British,Male,No but I speak it fluently,Mandarin,Graduate degree (MA/MSc/MPhil/other),Asia,35592,0,Prefer not to say,Business and management,3.5,3.75,2.5,2.5,3.5,4.0,2.0,3.0,60%-80%,Generating and evaluating ideas,4.0,3.0
i36135,30,Not in paid work - student,Mixed race - Other,Female,No but I speak it fluently,Spanish,Undergraduate degree (BA/BSc/other),South America,36132,7,Other,Psychology,4.75,3.5,1.75,2.25,3.5,3.0,3.0,5.0,40%-60%,Generating ideas,3.0,2.0
